arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38.0,4.073,262144,975053.0661912714
38.0,4.639,32768,69632.38099476421
38.0,5.649,4096,67535.57025745766
38.0,7.918,512,31940.7151767145
38.0,16.772,64,24344.21863605402
