arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,325475.7737497524
30.0,4.639,32768,310347.5339486364
30.0,5.649,4096,400428.6379968346
30.0,7.918,512,195877.31899329234
30.0,16.772,64,312131.36179019243
