arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
22.0,4.073,262144,1000905.1020326553
22.0,4.639,32768,2343271.80407566
22.0,5.649,4096,4049962.8557465808
22.0,7.918,512,7450340.685471906
22.0,16.772,64,13641273.26848187
