arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
20.0,4.073,262144,1660342.3041147268
20.0,4.639,32768,2896970.1250741263
20.0,5.649,4096,4794686.853591379
20.0,7.918,512,9229339.820725586
20.0,16.772,64,16216796.01510132
