arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28.0,4.073,262144,361396.13782385667
28.0,4.639,32768,498874.0559890843
28.0,5.649,4096,1777688.26584078
28.0,7.918,512,2834766.262384961
28.0,16.772,64,4201354.437847514
