arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,726057.3914650274
24.0,4.639,32768,1223099.2453321193
24.0,5.649,4096,3600308.4971375717
24.0,7.918,512,5775619.6342419395
24.0,16.772,64,10372657.010629581
