arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,263080.73986896116
28.0,4.639,32768,554939.104380832
28.0,5.649,4096,323753.19860195974
28.0,7.918,512,1274914.8986355914
28.0,16.772,64,1376210.006568765
