arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
32.0,4.073,262144,120552.23172965318
32.0,4.639,32768,459234.0595262943
32.0,5.649,4096,181493.94071703881
32.0,7.918,512,130003.0374375922
32.0,16.772,64,339418.4846306989
