arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38.0,4.073,262144,618205.2393736242
38.0,4.639,32768,111678.61338680741
38.0,5.649,4096,106610.10743827248
38.0,7.918,512,41409.31215318603
38.0,16.772,64,23088.753560987217
