arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,708754.8186263004
20.0,4.639,32768,960450.5976795475
20.0,5.649,4096,1735554.9569368295
20.0,7.918,512,3306159.2139137825
20.0,16.772,64,5836675.953162554
