arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,111378.64531857084
32.0,4.639,32768,37313.90226175761
32.0,5.649,4096,129014.50531626279
32.0,7.918,512,63477.5794277003
32.0,16.772,64,121983.67632597404
