arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
34.0,4.073,262144,304962.7652304458
34.0,4.639,32768,133176.74295461652
34.0,5.649,4096,67213.78605613584
34.0,7.918,512,56824.591472354645
34.0,16.772,64,46828.674431378044
