arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
40.0,4.073,262144,279713.8784972959
40.0,4.639,32768,118654.91991485225
40.0,5.649,4096,38932.09374025497
40.0,7.918,512,26770.24990544541
40.0,16.772,64,17840.881424413987
