arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,368015.59716810915
26.0,4.639,32768,519332.9100163016
26.0,5.649,4096,776135.5752727741
26.0,7.918,512,1496548.3833331284
26.0,16.772,64,2290875.3889207942
