arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
26.0,4.073,262144,498968.7547512369
26.0,4.639,32768,585959.0278824962
26.0,5.649,4096,1657683.633397519
26.0,7.918,512,4421035.256242479
26.0,16.772,64,7017306.630416117
