arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28.0,4.073,262144,809417.2031085081
28.0,4.639,32768,1086565.838490701
28.0,5.649,4096,1204459.3789223447
28.0,7.918,512,3171653.727792648
28.0,16.772,64,4202118.872631639
