arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
34.0,4.073,262144,420765.7811241309
34.0,4.639,32768,233380.15175888457
34.0,5.649,4096,122944.81110644728
34.0,7.918,512,66652.78472052011
34.0,16.772,64,47443.53070756855
