arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
20.0,4.073,262144,1380423.1649849259
20.0,4.639,32768,2993008.190222005
20.0,5.649,4096,4434379.06399374
20.0,7.918,512,10641128.876193587
20.0,16.772,64,16493605.755852357
