arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38.0,4.073,262144,74773.05210435107
38.0,4.639,32768,101596.64406366974
38.0,5.649,4096,86480.07732420226
38.0,7.918,512,35585.61304797207
38.0,16.772,64,23240.863495145786
