arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
22.0,4.073,262144,1406094.9943055057
22.0,4.639,32768,2369511.1346364254
22.0,5.649,4096,4372823.517796482
22.0,7.918,512,7238619.154770404
22.0,16.772,64,13144406.245714182
