arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
26.0,4.073,262144,1115717.9606208731
26.0,4.639,32768,1225635.4715628135
26.0,5.649,4096,1741373.746001989
26.0,7.918,512,4438763.721763865
26.0,16.772,64,6177561.76933246
