arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
20.0,4.073,262144,1198459.137868288
20.0,4.639,32768,2766121.447912582
20.0,5.649,4096,5134574.295222049
20.0,7.918,512,9160087.500036558
20.0,16.772,64,16955651.96211449
