arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,768087.9602656196
20.0,4.639,32768,1070142.788305841
20.0,5.649,4096,1592533.83288268
20.0,7.918,512,3460516.113652124
20.0,16.772,64,5802488.00769463
