arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28.0,4.073,262144,201489.80543441893
28.0,4.639,32768,893255.8301914408
28.0,5.649,4096,1573538.135858804
28.0,7.918,512,3193913.7911584275
28.0,16.772,64,4038576.6908578076
