arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,273114.07832625543
28.0,4.639,32768,323735.9506990226
28.0,5.649,4096,243840.5686365581
28.0,7.918,512,948087.1317226071
28.0,16.772,64,1385826.2854752035
