arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
26.0,4.073,262144,1015468.3223242367
26.0,4.639,32768,1348260.8640630343
26.0,5.649,4096,2277175.7558405544
26.0,7.918,512,4449561.40102887
26.0,16.772,64,7183198.619013747
