arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,235316.15443271206
30.0,4.639,32768,399924.8708270092
30.0,5.649,4096,417428.87304066546
30.0,7.918,512,1127847.7860819695
30.0,16.772,64,470186.6614175693
