arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,50378.691834941485
38.0,4.639,32768,69896.45448089624
38.0,5.649,4096,43323.646441637386
38.0,7.918,512,32916.08769279849
38.0,16.772,64,17211.908406681694
