arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,816815.1220037494
24.0,4.639,32768,800243.6841194063
24.0,5.649,4096,3056913.735416981
24.0,7.918,512,5481067.063049493
24.0,16.772,64,10127033.71589786
