arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,32492.609159622745
38.0,4.639,32768,224418.95679955382
38.0,5.649,4096,35883.65381340089
38.0,7.918,512,23866.080553790143
38.0,16.772,64,18463.438737136697
