arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,547982.9549739663
22.0,4.639,32768,794802.2103768962
22.0,5.649,4096,1190215.1295786826
22.0,7.918,512,2666561.061534875
22.0,16.772,64,5083544.131994036
