arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
40.0,4.073,262144,76984.33155519376
40.0,4.639,32768,95682.02113772472
40.0,5.649,4096,62537.83419658855
40.0,7.918,512,29653.268082961782
40.0,16.772,64,19528.837471800518
