arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
20.0,4.073,262144,1376491.1377833132
20.0,4.639,32768,2309976.3907479662
20.0,5.649,4096,4705797.558231867
20.0,7.918,512,9695954.86571529
20.0,16.772,64,16168548.090107102
