arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,142199.46458056726
34.0,4.639,32768,256258.04424056623
34.0,5.649,4096,75605.49417866403
34.0,7.918,512,68127.13356659004
34.0,16.772,64,45883.98325123921
