arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,92163.92699966728
38.0,4.639,32768,31140.97238366201
38.0,5.649,4096,51413.01269134109
38.0,7.918,512,28209.572063397205
38.0,16.772,64,16973.42213579807
