arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,266859.290642091
28.0,4.639,32768,505807.3827891404
28.0,5.649,4096,850796.936754006
28.0,7.918,512,1028812.8956977552
28.0,16.772,64,1538918.2268268839
