arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38.0,4.073,262144,174012.85057719157
38.0,4.639,32768,69678.00849622498
38.0,5.649,4096,55699.778841571715
38.0,7.918,512,40978.1675895836
38.0,16.772,64,24919.510488771644
