arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
30.0,4.073,262144,431140.8160879691
30.0,4.639,32768,162377.19955708066
30.0,5.649,4096,403071.22265922185
30.0,7.918,512,2855711.0603383877
30.0,16.772,64,1703269.0436859939
