arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,192183.57776615565
40.0,4.639,32768,143254.67284874167
40.0,5.649,4096,47508.174896537545
40.0,7.918,512,23046.132886017993
40.0,16.772,64,13863.63401132618
