arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,296235.41264339077
26.0,4.639,32768,297168.73067165056
26.0,5.649,4096,820579.6170287195
26.0,7.918,512,1475047.5297101447
26.0,16.772,64,2235322.6951071294
