arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
26.0,4.073,262144,531828.3201889497
26.0,4.639,32768,1540899.1997006163
26.0,5.649,4096,2056995.7318227473
26.0,7.918,512,4309279.726678346
26.0,16.772,64,7536969.372812855
