arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
32.0,4.073,262144,591394.1601926755
32.0,4.639,32768,147735.81940748155
32.0,5.649,4096,189706.17000508972
32.0,7.918,512,151047.74587857974
32.0,16.772,64,257440.32236034822
