arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
30.0,4.073,262144,145903.69555292284
30.0,4.639,32768,608338.0075952841
30.0,5.649,4096,1009743.6054796287
30.0,7.918,512,669456.0616986002
30.0,16.772,64,1520797.097641891
