arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
40.0,4.073,262144,148137.910279577
40.0,4.639,32768,98759.92423549139
40.0,5.649,4096,75137.78927410627
40.0,7.918,512,27514.111324918347
40.0,16.772,64,18416.149407517307
