arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
34.0,4.073,262144,307710.31588329957
34.0,4.639,32768,329535.950061598
34.0,5.649,4096,89561.7824018705
34.0,7.918,512,96070.83395599312
34.0,16.772,64,55127.999891162384
