arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,348529.145941914
24.0,4.639,32768,371858.62840332213
24.0,5.649,4096,1174899.8537611621
24.0,7.918,512,2164420.4349111565
24.0,16.772,64,3618898.79481093
