arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
34.0,4.073,262144,90307.29920665328
34.0,4.639,32768,115667.46054530634
34.0,5.649,4096,222801.5142408148
34.0,7.918,512,71263.44271784798
34.0,16.772,64,65029.9514608461
