arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
38.0,4.073,262144,245642.75279967044
38.0,4.639,32768,178450.9847212954
38.0,5.649,4096,54623.01801438657
38.0,7.918,512,34340.07615017765
38.0,16.772,64,24186.94453625757
