arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,415400.33585085126
22.0,4.639,32768,844290.8266604582
22.0,5.649,4096,1721755.0826151203
22.0,7.918,512,2404808.8930603196
22.0,16.772,64,4616242.073427692
