arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
22.0,4.073,262144,1312822.7317334204
22.0,4.639,32768,1571587.1895777849
22.0,5.649,4096,3920823.025338685
22.0,7.918,512,7739581.6775294775
22.0,16.772,64,13133131.048811095
