arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,705654.5662645428
20.0,4.639,32768,1110117.5610398208
20.0,5.649,4096,1723264.1252704125
20.0,7.918,512,3102462.098994281
20.0,16.772,64,6010424.933693041
