arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,99266.3540480862
26.0,4.639,32768,615692.5003619908
26.0,5.649,4096,847130.2845672559
26.0,7.918,512,1682224.643599659
26.0,16.772,64,2585598.4665817698
