arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,485052.831854428
24.0,4.639,32768,1413214.3768016938
24.0,5.649,4096,3399400.945682489
24.0,7.918,512,5716054.57701044
24.0,16.772,64,9636509.83656583
