arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
30.0,4.073,262144,93134.82233837138
30.0,4.639,32768,593002.349704451
30.0,5.649,4096,757477.4907757986
30.0,7.918,512,1455143.9099968772
30.0,16.772,64,1094252.744462631
