arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28.0,4.073,262144,663113.4644297309
28.0,4.639,32768,1676108.2253840293
28.0,5.649,4096,1284791.3906276769
28.0,7.918,512,3354196.7102447944
28.0,16.772,64,4462696.870882897
