arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,230272.80179170097
22.0,4.639,32768,786025.9985172246
22.0,5.649,4096,1323714.2213181816
22.0,7.918,512,2351027.136050752
22.0,16.772,64,4728790.302788865
