arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28.0,4.073,262144,226587.20048140406
28.0,4.639,32768,154808.78016120405
28.0,5.649,4096,1265273.6184438528
28.0,7.918,512,3162426.1359714
28.0,16.772,64,3476333.797234667
