arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
24.0,4.073,262144,554498.258825039
24.0,4.639,32768,1353172.296882034
24.0,5.649,4096,2668547.66140873
24.0,7.918,512,6194227.169738126
24.0,16.772,64,10464722.63432204
