arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28.0,4.073,262144,444750.2595153824
28.0,4.639,32768,813447.0645585981
28.0,5.649,4096,1144139.339484488
28.0,7.918,512,3100467.2862889557
28.0,16.772,64,4034824.755240183
