arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
28.0,4.073,262144,569581.9672953138
28.0,4.639,32768,901792.5365642587
28.0,5.649,4096,1735515.4822783922
28.0,7.918,512,2436804.609928543
28.0,16.772,64,3983743.4685378526
