arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,45737.03058791639
32.0,4.639,32768,68344.19109917097
32.0,5.649,4096,48096.37873062794
32.0,7.918,512,80701.00548939896
32.0,16.772,64,128226.42028068942
