arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
32.0,4.073,262144,176616.36261683117
32.0,4.639,32768,208797.19736624818
32.0,5.649,4096,142410.18162336567
32.0,7.918,512,269206.26643709466
32.0,16.772,64,323640.4619064186
