arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
30.0,4.073,262144,219336.30663435545
30.0,4.639,32768,469245.7891222893
30.0,5.649,4096,1119882.719276443
30.0,7.918,512,1206401.5642956535
30.0,16.772,64,2105047.1009248225
