arrival_rate,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time
36.0,4.073,262144,75711.10195341235
36.0,4.639,32768,99053.087554099
36.0,5.649,4096,94255.02386610488
36.0,7.918,512,55415.61702264083
36.0,16.772,64,34109.7503948651
